Province,Program Stream,Employer,PostalCode,Occupation,Incorporate Status,Approved LMIAs,Approved Positions
Ontario                                                                    ,High Wage          ,CIT Corp,"Concord, ON L4K 1Z8",21221-Business system specialists,Unknown,1,1
Ontario                                                                    ,High Wage          ,CIT Corp,"Concord, ON L4K 1Z8",22221-User support technicians,Unknown,1,1
Ontario                                                                    ,High Wage          ,Citco (Canada) Inc.,"Toronto, ON M4W 1A8",21221-Business system specialists,Unknown,1,1
Ontario                                                                    ,High Wage          ,CITILAND EXPRESS INC.,"MISSISSAUGA, ON L4X 2W4",13100-Administrative officers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Citrex Corp.,"Vaughan, ON L4K 4C9","72021-Contractors and supervisors, heavy equipment operator crews",Unknown,1,1
Ontario                                                                    ,High Wage          ,CITY CONCRETE CONSTRUCTION INC,"TORONTO, ON M6M 1J3",72310-Carpenters,Unknown,2,5
Ontario                                                                    ,High Wage          ,City From Naught Inc.,"Toronto, ON M5B 0A5",52120-Graphic designers and illustrators,Unknown,1,2
Ontario                                                                    ,High Wage          ,City Home  Construction Inc,"Caledon East, ON L7C 2Y4",75110-Construction trades helpers and labourers,Unknown,1,1
Ontario                                                                    ,High Wage          ,CITY STAR ROOFERS INC.,"SAULT STE MARIE, ON P6A 1M2",73110-Roofers and shinglers,Unknown,1,2
Ontario                                                                    ,High Wage          ,Citywide Automation Inc.,"Woodbridge, ON L4L 4A3",21232-Software developers and programmers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Citywide Automation Inc.,"Woodbridge, ON L4L 4A3",72204-Telecommunications line and cable installers and repairers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Citywide Automation Inc.,"Woodbridge, ON L4L 4A3",72205-Telecommunications equipment installation and cable television service technicians,Unknown,1,1
Ontario                                                                    ,High Wage          ,Civicon Corporation,"Bolton, ON L7E 4G3",13201-Production and transportation logistics coordinators,Unknown,1,1
Ontario                                                                    ,High Wage          ,CKM PROFESSIONAL CORPORATION,"Scarborough, ON M1V 0B8",11101-Financial and investment analysts,Unknown,1,1
Ontario                                                                    ,High Wage          ,Clarity Eye Institute,"Vaughan, ON L4K 0J4",33109-Other assisting occupations in support of health services,Unknown,1,1
Ontario                                                                    ,High Wage          ,Clark Kennedy Company Inc.,"Etobicoke, ON M9V 4B7",72100-Machinists and machining and tooling inspectors,Unknown,1,1
Ontario                                                                    ,High Wage          ,Clearblue Ltd.,"Toronto, ON M5V 2K4",21233-Web designers,Unknown,1,1
Ontario                                                                    ,High Wage          ,CLEARCODE SOLUTIONS INC,"Windsor, ON N9Y 2E5",22221-User support technicians,Unknown,1,1
Ontario                                                                    ,High Wage          ,Clearway Construction Inc.,"Maple, ON L6A 1R3",75110-Construction trades helpers and labourers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Cleeve Technology Incorporated,"Oshawa, ON L1H 7Y2","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario                                                                    ,High Wage          ,Clientserver Tech Systems Inc.,"Mississauga, ON L4W 4Y9","00012-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario                                                                    ,High Wage          ,Clientserver Tech Systems Inc.,"Mississauga, ON L4W 4Y9",12200-Accounting technicians and bookkeepers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Clientserver Tech Systems Inc.,"Mississauga, ON L4W 4Y9",21222-Information systems specialists,Unknown,1,1
Ontario                                                                    ,High Wage          ,Cloto Inc,"Pickering, ON L1W 3V4",62029-Other services supervisors,Unknown,1,1
Ontario                                                                    ,High Wage          ,CLT LOGISTICS INC,"SCARBOROUGH, ON M1B 5P8","92024-Supervisors, other products manufacturing and assembly",Unknown,1,1
Ontario                                                                    ,High Wage          ,CLUB ROMA (ST CATHARINES) INC.,"ST CATHARINES, ON L2S 3W4","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Ontario                                                                    ,High Wage          ,Club Support Inc,"Concord, ON L4K 4C3","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Ontario                                                                    ,High Wage          ,CNA Energy Inc.,"Mississauga, ON L4Y 2E1",73113-Floor covering installers,Unknown,1,1
Ontario                                                                    ,High Wage          ,CNB Computers Inc.,"Mississauga, ON L4V 1K1","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario                                                                    ,High Wage          ,CNB Computers Inc.,"Mississauga, ON L4V 1K1","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Ontario                                                                    ,High Wage          ,COAST TO COAST XPRESS INC,"LIMEHOUSE, ON L0P 1H0",13100-Administrative officers,Unknown,1,1
Ontario                                                                    ,High Wage          ,CODE CRAFT IT SOLUTIONS INC.,"Brampton, ON L6Y 0Z4","00012-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario                                                                    ,High Wage          ,CODEPAPER TECHNOLOGIES INC.,"Vaughan, ON L4L 7Z1",13100-Administrative officers,Unknown,1,1
Ontario                                                                    ,High Wage          ,Cognito Technology Canada Inc.,"Mississauga, ON L4Y 0G4",21221-Business system specialists,Unknown,1,1
